Xref,Exhibition Week,Dist,Title,Director,Cast,Run Time,Rating,IMAX/3D,Genre,Locations at Opening,Pattern,Producer(s),Production Company,Synopsis,Release,Year of Release,Month of Release,Week of Release,Reported Gross,Competition,Wide Competition,Number of Expansions,Locations at Widest,Released During Covid?,Day & Date
97325,9/4/20,WB,Tenet,Christopher Nolan,"John David Washington,Aaron Taylor-Johnson",150,PG13,IMAX,"Action,",2810,Wide,"Christopher Nolan, Emma Thomas",Syncopy,"John David Washington is the new Protagonist in Christopher Nolan's original sci-fi action spectacle TENET.  Armed with only one word -Tenet - and fighting for the survival of the entire world, the protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.

Not time travel. Inversion.",9/3/20,2020,9,36,58504105,1,0,0,2810,1,0
109740,9/11/20,SNY,"Broken Hearts Gallery, The",Natalie Krinsky,"Dacre Montgomery, Geraldine Viswanathan",108,PG13, ,"Comedy, Romance",2209,Wide,David Gross,"Lost City, No Trace Camping","What if you saved a souvenir from every relationship you've ever been in? THE BROKEN HEARTS GALLERY follows the always unique Lucy (Geraldine Viswanathan), a 20-something art gallery assistant living in New York City, who also happens to be an emotional hoarder. After she gets dumped by her latest boyfriend, Lucy is inspired to create The Broken Heart Gallery, a pop-up space for the items love has left behind. Word of the gallery spreads, encouraging a movement and a fresh start for all the romantics out there, including Lucy herself.",9/11/20,2020,9,37,4067442,1,0,0,2209,1,0
119302,9/25/20,SNY,"Last Shift, The",Andrew Cohn,"Da'Vine Joy Randolph, Richard Jenkins, Shane Paul McGhie",90,R, ,"Comedy,",871,Moderate,"Alex Lipschultz, Bert Kern, Ron Yerxa, Sam Bisbee","Bona Fide Productions, Pak Pictures, Whitewater Films",Stanley's last shift at his fast food job takes an unexpected turn.,9/25/20,2020,9,39,1034467,1,0,0,871,1,0
157492,10/16/20,PAR,Love And Monsters,Michael Matthews,"Dylan O'Brien, Jessica Henwick, Michael Rooker",109,PG13, ,"Romantic Comedy, Science Fiction",387,Moderate,"Dan Cohen, Shawn Levy",21 Laps Entertainment,"After a Monsterpocalypse forces humans into underground colonies, a young man decides to brave the surface and face the monsters standing between him and his lost love. (temp)",10/16/20,2020,10,42,1070714,1,0,0,387,1,0
157555,10/23/20,FOX,"Empty Man, The",David A. Prior,"James Badge Dale, Stephen Root",137,R, ,"Suspense,",2027,Wide,"Ross Richie, Stephen Christy", ,"20th Century Studios' THE EMPTY MAN is a supernatural horror film based on a popular series of Boom! Studios graphic novels. After a group of teens from a small Midwestern town begin to mysteriously disappear, the locals believe it is the work of an urban legend known as The Empty Man. As a retired cop investigates and struggles to make sense of the stories, he discovers a secretive group and their attempts to summon a horrific, mystical entity, and soon his life--and the lives of those close to him--are in grave danger. Directed by David Prior from a screen story and screenplay by David Prior based on the graphic novel by Cullen Bunn, THE EMPTY MAN stars James Badge Dale, Marin Ireland, Stephen Root, Ron Canada, Robert Aramayo, Joel Courtney and Sasha Frolova. The film is produced by Ross Richie, p.g.a. and Stephen Christy, p.g.a.",10/23/20,2020,10,43,2992948,1,0,0,2027,1,0
157495,11/13/20,UNI,Freaky,Christopher Landon,"Kathryn Newton, Vince Vaughn",101,R, ,"Horror, Comedy",2472,Wide,Jason Blum,"Blumhouse Productions, Divide/Conquer","This November, on Friday the 13th, prepare to get Freaky with a twisted take on the body-swap movie when a teenage girl switches bodies with a relentless serial killer.  Seventeen-year-old Millie Kessler (Kathryn Newton, Blockers, HBO's Big Little Lies) is just trying to survive the bloodthirsty halls of Blissfield High and the cruelty of the popular crowd. But when she becomes the newest target of The Butcher (Vince Vaughn), her town's infamous serial killer, her senior year becomes the least of her worries. When The Butcher's mystical ancient dagger causes him and Millie to wake up in each other's bodies, Millie learns that she has just 24 hours to get her body back before the switch becomes permanent and she's trapped in the form of a middle-aged maniac forever.  The only problem is she now looks like a towering psychopath who's the target of a city-wide manhunt while The Butcher looks like her and has brought his appetite for carnage to Homecoming.With some help from her friends--ultra-woke Nyla (Celeste O'Connor, Ghostbusters: Afterlife), ultra-fabulous Joshua (Misha Osherovich, The Goldfinch) and her crush Booker (Uriah Shelton, Enter the Warriors Gate)--Millie races against the clock to reverse the curse while The Butcher discovers that having a female teen body is the perfect cover for a little Homecoming killing spree.  The film also stars Alan Ruck (Succession), Katie Finneran (Why Women Kill), and Dana Drori (High Fidelity). From the deliciously debased mind of writer-director Christopher Landon (Happy Death Day, the Paranormal Activity franchise) comes a pitch-black horror-comedy about a slasher, a senior, and the brutal truth about high school.  Freaky is written by Christopher Landon and Michael Kennedy (Fox's Bordertown) and is produced by Jason Blum (Halloween, The Invisible Man). The film is produced by Blumhouse Productions in association with Divide/Conquer. The executive producers are Couper Samuelson and Jeanette Volturno.",11/13/20,2020,11,46,9030855,2,0,0,2472,1,0
75637,11/27/20,UNI,"Croods: A New Age, The",Joel Crawford,"Catherine Keener, Emma Stone, Nicolas Cage, Ryan Reynolds",95,PG,"IMAX, 3D","Animation, Adventure",2211,Wide,Mark Swift,DreamWorks Animation,"The Croods have survived their fair share of dangers and disasters, from fanged prehistoric beasts to surviving the end of the world, but now they will face their biggest challenge of all: another familyThe Croods need a new place to live. So, the first prehistoric family sets off into the world in search of a safer place to call home. When they discover an idyllic walled-in paradise that meets all their needs, they think their problems are solved... except for one thing. Another family already lives there: the Bettermans. The Bettermans (emphasis on the 'better')--with their elaborate tree house, amazing inventions and irrigated acres of fresh produce--are a couple of steps above the Croods on the evolutionary ladder. When they take the Croods in as the world's first houseguests, it isn't long before tensions escalate between the cave family and the modern family. Just when all seems lost, a new threat will propel both families on an epic adventure outside the safety of the wall, one that will force them to embrace their differences, draw strength from each other and forge a future together. The Croods: A New Age features the voice talent of returning stars Nicolas Cage as Grug Crood, Catherine Keener as Ugga Crood, Emma Stone as their daughter, Eep; Ryan Reynolds as Eep's boyfriend, Guy; Clark Duke (Hot Tub Time Machine) as Thunk and Cloris Leachman as Gran. They're joined by new stars Peter Dinklage (HBO's Game of Thrones) as Phil Betterman, Leslie Mann (Blockers) as Hope Betterman, and Kelly Marie Tran (Star Wars: Episode VIII-The Last Jedi) as their daughter, Dawn. The film is directed by Joel Crawford, who has worked on multiple DreamWorks Animation films, including Trolls and the Kung Fu Panda franchise, and is produced by Mark Swift (Captain Underpants: The First Epic Movie, Madagascar 3: Europe's Most Wanted).",11/25/20,2020,11,48,58568815,2,1,0,2211,1,0
153069,12/18/20,SNY,Monster Hunter,Paul W.S. Anderson,"Diego Boneta, Milla Jovovich, Ron Perlman, Tony Jaa",102,PG13,IMAX,"Action, Fantasy",1736,Wide,"Dennis Berardi, Jeremy Bolt, Ken Kamins, Martin Moszkowicz, Robert Kulzer","Capcom Company, Constantin Film, Impact Pictures, Tencent Pictures, Toho Company Ltd.","Behind our world, there is another: a world of dangerous and powerful monsters that rule their domain with deadly ferocity. When an unexpected sandstorm transports Captain Artemis (Milla Jovovich) and her unit (TI Harris, Meagan Good, Diego Boneta) to a new world, the soldiers are shocked to discover that this hostile and unknown environment is home to enormous and terrifying monsters immune to their firepower. In their desperate battle for survival, the unit encounters the mysterious Hunter (Tony Jaa), whose unique skills allow him to stay one step ahead of the powerful creatures. As Artemis and Hunter slowly build trust, she discovers that he is part of a team led by the Admiral (Ron Perlman). Facing a danger so great it could threaten to destroy their world, the brave warriors combine their unique abilities to band together for the ultimate showdown.",12/18/20,2020,12,51,15162470,2,0,0,1736,1,0
157601,12/18/20,LGF,Fatale,Deon Taylor,"Hilary Swank, Michael Ealy",102,R, ,"Suspense,",1107,Wide,"Deon Taylor, Robert Farrell Smith, Roxanne Avent",Hidden Empire Film Group,"In this suspenseful and provocative psychological thriller, a successful sports agent, Darren (Michael Ealy), watches his perfect life slowly disappear when he becomes entangled in a police investigation led by a discredited, disgraced and determined detective (Hilary Swank), with whom he had a wild one night stand.",12/18/20,2020,12,51,6306897,2,0,0,1107,1,0
136485,12/25/20,WB,Wonder Woman 1984,Patty Jenkins,"Gal Gadot, Kristen Wiig", ,PG13,"IMAX, 3D","Action, Adventure",2151,Wide,"Charles Roven, Deborah Snyder, Gal Gadot, Patty Jenkins, Stephen Jones, Zack Snyder","Atlas Entertainment, Cruel & Unusual Films, DC Entertainment",Fast forward to the 1980s as Wonder Woman's (Gal Gadot) next big screen adventure finds her facing an all-new foe: The Cheetah (Kristen Wiig).,12/25/20,2020,12,52,46801036,2,0,0,2151,1,0
157670,12/25/20,UNI,News Of The World,Paul Greengrass,"Helena Zengel, Tom Hanks",118,PG13, ,"Drama, Western",1900,Wide,"Elizabeth Gabler, Gail Mutrux, Gary Goetzman, Gregory Goodman, Tom Hanks","Perfect World Pictures, Playtone, Pretty Pictures","Five years after the end of the Civil War, Captain Jefferson Kyle Kidd (Hanks), a widower and veteran of three wars, now moves from town to town as a non-fiction storyteller, sharing the news of presidents and queens, glorious feuds, devastating catastrophes, and gripping adventures from the far reaches of the globe. In the plains of Texas, he crosses paths with Johanna (Helena Zengel, System Crasher), a 10-year-old taken in by the Kiowa tribe six years earlier and raised as one of their own. Johanna, hostile to a world she's never experienced, is being returned to her biological aunt and uncle against her will. Kidd agrees to deliver the child where the law says she belongs. As they travel hundreds of miles into the unforgiving wilderness, the two will face tremendous challenges of both human and natural forces as they search for a place that either can call home.",12/25/20,2020,12,52,12668325,2,0,0,1900,1,0
108746,1/29/21,WB,"Little Things, The",John Lee Hancock,"Denzel Washington, Jared Leto, Rami Malek",127,R, ,"Suspense, Drama",2171,Wide,"John Lee Hancock, Mark Johnson",Gran Via Productions,"Kern County Deputy Sheriff Joe 'Deke' Deacon (Washington) is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a killer who is terrorizing the city. Leading the hunt, L.A. Sheriff Department Sergeant Jim Baxter (Malek), impressed with Deke's cop instincts, unofficially engages his help. But as they track the killer, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.",1/29/21,2021,1,5,15342746,1,0,0,2171,1,0
157937,2/12/21,WB,Judas and the Black Messiah,Shaka King,"Daniel Kaluuya, LaKeith Stanfield",126,R, ,"Drama,",1888,Wide,"Charles D. King, Ryan Coogler, Shaka King",MACRO,"FBI informant William O'Neal infiltrates the Illinois Black Panther Party and is tasked with keeping tabs on their charismatic leader, Chairman Fred Hampton. A career thief, O'Neal revels in the danger of manipulating both his comrades and his handler, Special Agent Roy Mitchell. Hampton's political prowess grows just as he's falling in love with fellow revolutionary Deborah Johnson. Meanwhile, a battle wages for O'Neal's soul. Will he align with the forces of good? Or subdue Hampton and The Panthers by any means, as FBI Director J. Edgar Hoover commands?",2/12/21,2021,2,7,5478009,1,0,0,1888,1,0
149356,2/26/21,WB,Tom & Jerry,Tim Story,"Chloë Grace Moretz, Michael Peña",101,PG, ,"Family, Action",2475,Wide,"Christopher DeFaria, Matt Skiena, Sharla Sumpter Bridgett","Hanna-Barbera Productions, Keylight Productions, King Features Syndicate, Warner Animation Group","One of the most beloved rivalries in history is re-ignited when Jerry moves into New York City's finest hotel on the eve of 'the wedding of the century,' forcing the event's desperate planner to hire Tom to get rid of him. The ensuing cat and mouse battle threatens to destroy her career, the wedding and possibly the hotel itself. But soon, an even bigger problem arises: a diabolically ambitious staffer conspiring against all three of them. An eye-popping blend of classic animation and live action, Tom and Jerry's new big-screen adventure stakes new ground for the iconic characters and forces them to do the unthinkable... work together to save the day.",2/26/21,2021,2,9,46536687,1,0,0,2475,1,0
